can_nam,year,label,can_par_aff,can_inc_cha_ope_sea,dem_per,gop_per,ind_con,tot_con,tot_rec,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,tot_rec_final,cov_sta,cov_end
"Rigell, Edward Scott Mr.",2014,VA-2,REP,INCUMBENT,42.1,57.9,106155.97,159466.47,159466.47,96250.05,696263.5,759479.92,1764606.05,2014-05-22 00:00:00,2014-06-30 00:00:00
"Rigell, Edward Scott Mr.",2012,VA-2,REP,INCUMBENT,46.2,53.8,119730.15,232858.75,233029.54,53888.55,890976.48,1070117.47,2451268.28,2012-05-24 00:00:00,2012-06-30 00:00:00
"Longo, Dean Jay",2012,VA-3,REP,CHALLENGER,81.2,18.8,1025.0,1025.0,1050.0,2386.5,8201.37,6864.87,31059.9,2012-05-24 00:00:00,2012-06-30 00:00:00
"Scott, Robert C",2012,VA-3,DEM,INCUMBENT,81.2,18.8,42100.0,111100.0,111100.0,17042.92,28265.22,122322.3,451466.32,2012-05-24 00:00:00,2012-06-30 00:00:00
"Ward, Ella P",2012,VA-4,DEM,CHALLENGER,42.9,57.1,8690.0,11085.0,11280.0,8612.89,6540.49,9207.6,78991.62,2012-05-24 00:00:00,2012-06-30 00:00:00
"Forbes, J Randy",2012,VA-4,REP,INCUMBENT,42.9,57.1,48411.0,77411.0,77420.66,83871.01,427245.55,420795.2,1077552.25,2012-05-24 00:00:00,2012-06-30 00:00:00
"Douglass, John Wade",2012,VA-5,DEM,CHALLENGER,43.2,55.3,134025.08,143001.83,143151.83,61847.25,194474.53,275779.11,1175403.75,2012-04-30 00:00:00,2012-06-30 00:00:00
"Hurt, Robert",2014,VA-5,REP,INCUMBENT,35.8,61.0,67938.93,163538.93,163538.93,42905.3,410577.61,531211.24,1307800.43,2014-05-22 00:00:00,2014-06-30 00:00:00
"Hurt, Robert",2012,VA-5,REP,INCUMBENT,43.2,55.3,176594.38,281760.0,281760.0,94208.56,555827.99,743379.43,2051306.26,2012-05-24 00:00:00,2012-06-30 00:00:00
"Gaughan, Walter Lawrence",2014,VA-5,DEM,CHALLENGER,35.8,61.0,10759.0,10759.0,10759.0,7729.21,0.0,3029.79,86880.29,2014-01-01 00:00:00,2014-06-30 00:00:00
"Schmookler, Andy",2012,VA-6,DEM,CHALLENGER,34.4,65.6,8465.0,9465.0,9465.0,4833.95,13212.87,17843.92,172429.14,2012-05-24 00:00:00,2012-06-30 00:00:00
"Goodlatte, Robert W",2012,VA-6,REP,INCUMBENT,34.4,65.6,34596.01,181596.01,185937.72,283888.93,1109597.74,1011646.53,1606587.55,2012-05-24 00:00:00,2012-06-30 00:00:00
"Powell, Ernest Wayne",2012,VA-7,DEM,CHALLENGER,41.4,58.6,80560.87,83960.87,146358.74,90286.98,48540.15,104611.91,971646.24,2012-04-09 00:00:00,2012-06-30 00:00:00
"Brat, David Alan",2014,VA-7,REP,INCUMBENT,36.9,60.9,363560.31,399660.31,401705.05,269011.32,86179.32,218873.05,1469112.68,2014-05-22 00:00:00,2014-06-30 00:00:00
"Cantor, Eric Ivan",2012,VA-7,REP,INCUMBENT,41.4,58.6,144793.05,393293.05,543727.51,539252.66,2099394.47,2103869.32,7640467.43,2012-05-24 00:00:00,2012-06-30 00:00:00
"Trammell, John K",2014,VA-7,DEM,CHALLENGER,36.9,60.9,154003.13,155003.13,155003.13,13803.78,0.0,141199.35,534309.31,2014-06-08 00:00:00,2014-06-30 00:00:00
"Edmond, Micah K",2014,VA-8,REP,OPEN,63.0,31.7,15799.0,20799.0,20799.37,23604.46,21413.33,18608.24,115731.37,2014-04-07 00:00:00,2014-06-30 00:00:00
"Murray, J Patrick",2012,VA-8,REP,CHALLENGER,64.6,30.7,25445.68,26945.68,26945.68,3538.3,31979.92,55387.3,233659.0,2012-05-24 00:00:00,2012-06-30 00:00:00
"Beyer, Donald Sternoff Jr",2014,VA-8,DEM,OPEN,63.0,31.7,202186.62,406524.04,606528.24,909321.75,351371.24,48577.73,2875991.58,2014-05-22 00:00:00,2014-06-30 00:00:00
"Moran, James P Jr",2012,VA-8,DEM,INCUMBENT,64.6,30.7,38126.38,92126.38,92537.45,233567.9,448733.34,307702.89,1102046.82,2012-05-24 00:00:00,2012-06-30 00:00:00
"Flaccavento, Anthony Jude",2012,VA-9,DEM,CHALLENGER,38.8,61.2,56772.3,57772.3,77772.3,49751.14,11914.14,39935.3,480091.62,2012-04-30 00:00:00,2012-06-30 00:00:00
"Griffith, H Morgan",2012,VA-9,REP,INCUMBENT,38.8,61.2,39453.0,120653.0,120653.0,43065.27,343700.36,421288.09,1399362.81,2012-05-24 00:00:00,2012-06-30 00:00:00
"Welch, Peter",2014,VT-1,DEM,INCUMBENT,64.4,31.1,112911.84,212911.84,214274.84,87568.44,1417513.29,1544219.69,1151256.7,2014-04-01 00:00:00,2014-06-30 00:00:00
"Donka, Mark",2014,VT-1,REP,CHALLENGER,64.4,31.1,6917.45,6917.45,6917.45,3684.36,0.0,3233.09,11427.45,2014-02-01 00:00:00,2014-06-30 00:00:00
"Koster, John ",2012,WA-1,REP,OPEN,53.6,46.4,107420.45,115120.45,115120.45,102983.38,103494.95,115632.02,1214379.94,2012-04-01 00:00:00,2012-06-30 00:00:00
"Cellis, Pedro",2014,WA-1,REP,CHALLENGER,55.0,45.0,112652.46,204152.46,208604.25,144265.15,195416.45,259755.55,719655.49,2014-04-01 00:00:00,2014-06-30 00:00:00
"Delbene, Suzan K",2012,WA-1,DEM,INCUMBENT,53.6,46.4,132822.0,1184312.0,1184312.0,1310559.5,317722.54,191475.04,4425725.62,2012-04-01 00:00:00,2012-06-30 00:00:00
"Delbene, Suzan K",2014,WA-1,DEM,INCUMBENT,55.0,45.0,243588.47,457939.19,457939.19,223011.55,894090.03,1129017.67,2382341.58,2014-04-01 00:00:00,2014-06-30 00:00:00
"Mcdonald, Joyce",2014,WA-10,REP,CHALLENGER,54.6,45.4,25865.01,30865.01,31865.01,21497.94,833.41,11200.48,91776.01,2014-04-01 00:00:00,2014-06-30 00:00:00
"Muri, Richard W",2012,WA-10,REP,CHALLENGER,58.2,41.8,26358.4,26358.4,26998.55,52786.15,60682.52,34894.92,258308.78,2012-04-01 00:00:00,2012-06-30 00:00:00
"Heck, Dennis",2014,WA-10,DEM,INCUMBENT,54.6,45.4,154194.35,283094.35,283094.35,180703.47,821982.38,924373.26,1899667.81,2014-04-01 00:00:00,2014-06-30 00:00:00
"Heck, Dennis",2012,WA-10,DEM,CHALLENGER,58.2,41.8,186665.64,309922.94,309922.94,151439.58,933194.53,1091677.89,2054753.65,2012-04-01 00:00:00,2012-06-30 00:00:00
"Matthews, Dan",2012,WA-2,REP,CHALLENGER,60.9,39.1,17060.42,17060.42,205960.42,21602.37,2663.83,187021.88,284860.42,2012-04-01 00:00:00,2012-06-30 00:00:00
"Larsen, Rick",2012,WA-2,DEM,INCUMBENT,60.9,39.1,66003.31,181546.26,181548.3,391488.55,776561.02,566620.77,1356321.57,2012-04-01 00:00:00,2012-06-30 00:00:00
"Dingethal, Bob",2014,WA-3,DEM,CHALLENGER,38.5,61.5,45628.78,46619.6,46619.6,36319.37,12070.46,22370.69,204435.25,2014-04-01 00:00:00,2014-06-30 00:00:00
"Herrera Beutler, Jaime",2014,WA-3,REP,INCUMBENT,38.5,61.5,167012.19,245869.29,249845.26,133986.35,763915.78,879774.69,1744491.35,2014-04-01 00:00:00,2014-06-30 00:00:00
"Didier, Clint",2014,WA-4,REP,OPEN,49.1,50.9,86728.2,86728.2,86728.2,68928.27,101286.18,119086.11,612733.96,2014-04-01 00:00:00,2014-06-30 00:00:00
"Newhouse, Daniel Milton",2014,WA-4,REP,OPEN,49.1,50.9,168814.43,195814.43,195814.43,181894.92,160575.03,174494.54,1006263.98,2014-04-01 00:00:00,2014-06-30 00:00:00
"Pakootas, Joseph A",2014,WA-5,DEM,CHALLENGER,39.6,60.4,31727.26,34377.26,34377.26,41762.73,23129.69,15744.22,202163.57,2014-04-01 00:00:00,2014-06-30 00:00:00
"Cowan, Rich",2012,WA-5,DEM,CHALLENGER,37.9,62.1,83503.0,92329.1,92329.1,92957.57,74902.83,74274.36,369672.46,2012-04-01 00:00:00,2012-06-30 00:00:00
"Mcmorris Rodgers, Cathy",2014,WA-5,REP,INCUMBENT,39.6,60.4,203222.0,419734.0,441094.0,375879.0,762625.0,827840.0,2698350.0,2014-04-01 00:00:00,2014-06-30 00:00:00
"Rodgers, Cathy Mcmorris",2012,WA-5,REP,INCUMBENT,37.9,62.1,220559.0,364799.0,364940.0,250351.0,916048.0,1030637.0,1968862.0,2012-04-01 00:00:00,2012-06-30 00:00:00
"Kilmer, Derek",2012,WA-6,DEM,OPEN,59.0,41.0,286208.28,458803.28,458803.28,89691.29,345562.55,714674.54,1873136.18,2012-04-01 00:00:00,2012-06-30 00:00:00
"Kilmer, Derek",2014,WA-6,DEM,INCUMBENT,63.0,37.0,120473.0,191873.0,192173.0,232764.09,1209664.25,1169073.16,2012793.65,2014-04-01 00:00:00,2014-06-30 00:00:00
"Driscoll, Bill",2012,WA-6,REP,OPEN,59.0,41.0,312395.72,333395.72,834032.93,122291.6,0.0,711741.33,1826276.31,2012-04-01 00:00:00,2012-06-30 00:00:00
"Mcclendon, Martin",2014,WA-6,REP,CHALLENGER,63.0,37.0,7985.0,9725.0,9725.0,5449.47,0.0,4275.53,25825.0,2014-04-01 00:00:00,2014-06-30 00:00:00
"Porterfield, Karen",2012,WA-8,DEM,CHALLENGER,40.1,59.9,6770.03,6770.03,46770.03,18784.16,2227.27,30213.14,129980.68,2012-04-01 00:00:00,2012-06-30 00:00:00
"Ritchie, Jason",2014,WA-8,DEM,CHALLENGER,36.6,63.4,13249.05,26169.54,26169.54,49792.55,80370.13,56747.12,236911.9,2014-04-01 00:00:00,2014-06-30 00:00:00
"Reichert, Dave",2014,WA-8,REP,INCUMBENT,36.6,63.4,93077.51,183077.51,183101.51,96172.49,421899.17,508828.19,1301442.34,2014-04-01 00:00:00,2014-06-30 00:00:00
"Reichert, Dave",2012,WA-8,REP,INCUMBENT,40.1,59.9,105988.45,278224.97,278291.7,156897.75,520991.29,642385.24,1654833.25,2012-04-01 00:00:00,2012-06-30 00:00:00
"Postma, James Lee",2012,WA-9,REP,CHALLENGER,71.4,28.6,95.0,95.0,95.0,3065.0,53114.41,50144.41,1818.0,2012-04-01 00:00:00,2012-06-30 00:00:00
"Smith, D Adam",2014,WA-9,DEM,INCUMBENT,70.7,29.3,101817.0,218042.0,218409.86,125157.21,470509.57,563762.22,1091661.32,2014-04-01 00:00:00,2014-06-30 00:00:00
"Smith, D Adam",2012,WA-9,DEM,INCUMBENT,71.4,28.6,76562.0,196047.79,196410.43,186142.56,509238.0,519505.87,1145880.0,2012-04-01 00:00:00,2012-06-30 00:00:00
"Basler, Douglas Michael",2014,WA-9,REP,CHALLENGER,70.7,29.3,4435.0,4435.0,4940.0,2423.57,0.0,2516.43,11177.0,2014-04-01 00:00:00,2014-06-30 00:00:00
"Zerban, Robert T",2014,WI-1,DEM,CHALLENGER,36.7,63.3,84450.61,84450.61,104450.61,78694.85,76303.31,102059.07,744040.01,2014-04-01 00:00:00,2014-06-30 00:00:00
"Zerban, Rob",2012,WI-1,DEM,CHALLENGER,43.4,54.9,323000.43,355643.35,355857.16,246794.28,426279.28,535342.16,2385795.99,2012-04-01 00:00:00,2012-06-30 00:00:00
"Ryan, Paul D",2014,WI-1,REP,INCUMBENT,36.7,63.3,1008931.49,1441671.49,1611279.85,1783117.9,4007396.05,3835558.0,9368582.14,2014-04-01 00:00:00,2014-06-30 00:00:00
"Ryan, Paul D.",2012,WI-1,REP,INCUMBENT,43.4,54.9,664222.32,956666.51,1082538.45,754889.7,5081309.65,5408958.4,4994668.37,2012-04-01 00:00:00,2012-06-30 00:00:00
"Theron, Daniel Peter",2014,WI-2,REP,CHALLENGER,68.5,31.5,2643.0,6143.0,6143.0,5754.66,2904.14,3292.48,28223.14,2014-04-01 00:00:00,2014-06-30 00:00:00
"Lee, Chad",2012,WI-2,REP,OPEN,68.0,32.0,13560.0,13810.0,13810.0,17858.57,9468.72,5420.15,91144.09,2012-04-01 00:00:00,2012-06-30 00:00:00
"Pocan, Mark",2014,WI-2,DEM,INCUMBENT,68.5,31.5,74878.01,167387.69,167821.85,98676.18,233354.22,302499.89,1031013.51,2014-04-01 00:00:00,2014-06-30 00:00:00
"Pocan, Mark",2012,WI-2,DEM,OPEN,68.0,32.0,147488.68,249973.85,250084.61,142010.04,345870.31,453944.88,1153296.01,2012-04-01 00:00:00,2012-06-30 00:00:00
"Boland, Raymond G",2012,WI-3,REP,CHALLENGER,64.1,35.9,18770.3,23845.88,23845.88,23331.8,10126.48,10640.56,127409.03,2012-04-01 00:00:00,2012-06-30 00:00:00
"Kind, Ron",2012,WI-3,DEM,INCUMBENT,64.1,35.9,90343.51,251643.77,254903.46,136942.4,735763.15,853724.21,1979016.88,2012-04-01 00:00:00,2012-06-30 00:00:00
"Kind, Ronald James",2014,WI-3,DEM,INCUMBENT,56.7,43.3,45255.81,264305.81,264305.81,201576.45,1306562.03,1369291.39,2161647.0,2014-04-01 00:00:00,2014-06-30 00:00:00
"Kurtz, Tony",2014,WI-3,REP,CHALLENGER,56.7,43.3,48728.18,84017.88,104017.88,60734.9,0.0,43282.98,308424.01,2014-02-01 00:00:00,2014-06-30 00:00:00
"Sebring, Daniel P",2012,WI-4,REP,CHALLENGER,72.3,24.8,8914.5,9641.17,9641.17,6352.18,397.14,3686.13,40052.19,2012-04-01 00:00:00,2012-06-30 00:00:00
"Sebring, Daniel P",2014,WI-4,REP,CHALLENGER,70.3,26.9,1774.74,2967.39,2967.39,3333.64,1203.34,837.09,21135.9,2014-04-01 00:00:00,2014-06-30 00:00:00
"Moore, Gwendolynne",2012,WI-4,DEM,INCUMBENT,72.3,24.8,49655.45,156910.9,157087.73,109510.34,49967.91,97545.3,823446.23,2012-04-01 00:00:00,2012-06-30 00:00:00
"Moore, Gwen S",2014,WI-4,DEM,INCUMBENT,70.3,26.9,29356.72,147006.72,147601.82,126527.03,71996.7,93071.49,1031481.1,2014-04-01 00:00:00,2014-06-30 00:00:00
"Sensenbrenner, F. James Jr.",2014,WI-5,REP,INCUMBENT,30.5,69.5,40218.01,73718.01,73801.02,42260.99,314862.91,346402.94,438376.54,2014-04-01 00:00:00,2014-06-30 00:00:00
"Rockwood, Christopher B",2014,WI-5,DEM,CHALLENGER,30.5,69.5,2820.0,4365.0,4365.0,2925.0,0.0,1440.0,13918.0,2014-04-10 00:00:00,2014-06-30 00:00:00
"Grothman, Glenn S",2014,WI-6,REP,OPEN,40.9,56.8,134538.64,137638.64,147638.64,77152.95,0.0,70485.69,1195305.46,2014-04-01 00:00:00,2014-06-30 00:00:00
"Harris, Mark L",2014,WI-6,DEM,OPEN,40.9,56.8,23995.0,37320.0,37320.0,12167.49,0.0,25152.51,278511.58,2014-04-01 00:00:00,2014-06-30 00:00:00
"Westlund, Kelly",2014,WI-7,DEM,CHALLENGER,39.5,59.2,115591.5,136682.39,136682.39,89380.39,97496.48,144798.48,528203.11,2014-04-01 00:00:00,2014-06-30 00:00:00
"Kreitlow, Patrick",2012,WI-7,DEM,CHALLENGER,43.9,56.1,137279.61,215995.74,215995.74,130686.03,365516.58,450826.29,1281552.07,2012-04-01 00:00:00,2012-06-30 00:00:00
"Duffy, Sean",2012,WI-7,REP,INCUMBENT,43.9,56.1,209482.0,384808.59,391226.84,204326.82,960856.77,1147756.79,2647209.9,2012-04-01 00:00:00,2012-06-30 00:00:00
"Duffy, Sean",2014,WI-7,REP,INCUMBENT,39.5,59.2,222924.57,408474.57,409060.24,353460.49,983162.71,1038762.46,2539782.95,2014-04-01 00:00:00,2014-06-30 00:00:00
"Wall, James Richard Jr",2012,WI-8,DEM,CHALLENGER,44.1,55.9,141642.79,241117.59,241117.59,81076.72,382164.87,542205.74,1066990.64,2012-04-01 00:00:00,2012-06-30 00:00:00
"Ribble, Reid",2012,WI-8,REP,INCUMBENT,44.1,55.9,156331.0,401690.46,419680.99,127182.17,708513.7,1001012.52,2324473.44,2012-04-01 00:00:00,2012-06-30 00:00:00
"Thorn, Susan Carol",2012,WV-1,DEM,CHALLENGER,37.5,62.5,26482.36,30982.36,30982.36,27474.92,3642.12,7149.56,192675.13,2012-04-19 00:00:00,2012-06-30 00:00:00
"Gainer, Glen Iii",2014,WV-1,DEM,CHALLENGER,36.0,64.0,62752.11,87552.11,87552.11,55740.05,156008.05,187820.11,447557.33,2014-04-24 00:00:00,2014-06-30 00:00:00
"Mckinley, David B.",2014,WV-1,DEM,CHALLENGER,36.0,64.0,101747.28,206947.28,206947.28,113828.89,1380401.24,1473519.63,1566913.73,2012-04-19 00:00:00,2012-06-30 00:00:00
"Mckinley, David B.",2012,WV-1,REP,INCUMBENT,37.5,62.5,112346.64,235846.64,235846.64,70521.82,1193418.69,1358743.51,2136064.83,2012-04-19 00:00:00,2012-06-30 00:00:00
"Mooney, Alexander Xavier",2014,WV-2,REP,CHALLENGER,43.9,47.1,244552.38,429166.13,433438.66,307610.93,226973.3,352801.03,1976827.05,2014-04-24 00:00:00,2014-06-30 00:00:00
"Casey, George Nicholas Jr",2014,WV-2,DEM,OPEN,43.9,47.1,208396.82,312746.82,312746.82,65864.49,627708.77,874591.1,1994420.21,2014-04-24 00:00:00,2014-06-30 00:00:00
"Snuffer, Richard Ray Mr.",2012,WV-3,REP,CHALLENGER,53.9,46.1,103989.0,198489.0,198559.0,56877.38,8978.11,150659.73,595147.39,2012-04-19 00:00:00,2012-06-30 00:00:00
"Jenkins, Evan H",2014,WV-3,REP,CHALLENGER,44.7,55.3,371347.18,479597.18,485175.38,234705.05,438354.98,688825.31,1654134.02,2014-04-24 00:00:00,2014-06-30 00:00:00
"Rahall, Nick Joe Ii",2012,WV-3,DEM,INCUMBENT,53.9,46.1,49367.74,196367.74,198629.54,47755.46,842798.06,993672.14,1359430.49,2012-04-19 00:00:00,2012-06-30 00:00:00
"Rahall, Nick J. Ii",2014,WV-3,DEM,INCUMBENT,44.7,55.3,166841.0,410464.05,410466.44,224113.73,942309.37,1128662.08,2589881.04,2014-04-24 00:00:00,2014-06-30 00:00:00
